index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2,model,category,lifespan,anAge,time,goldenrecordImages,periodstart,periodend,goldenrecordImagePath,DemolitionDate,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,Imperative,PromptTemplate,currentState,place,suggestion,image_path,exp_label_1,exp_label_2,label_1,label_2,label_3,maj
807,realistic age,,Generate,,,Dall Sheep,Generate a photorealistic image of a Dall Sheep that is 10.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Dall Sheep'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Dall Sheep that is 10.0 years old.'? Is the correct temporal knowledge applied (i.e. 100 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,12.0,19.6,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/2005%2004%2027%201582%20Dall%20Sheep.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_807.png,1,1,0.0,1.0,1,1.0
329,unrealistic age,,Give me,,,Beaver,Give me a photorealistic image of a Beaver that is 18 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Beaver'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Beaver that is 18 years old.'? Is the correct temporal knowledge applied (i.e. 18 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,20.0,23.4,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/American%20Beaver.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/00%201197%20Durch%20Biber%20gef%C3%A4llter%20Baum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A4ver%20n%C3%A4rbild.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Genuine%20beaver%20hat%20c.1850.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Beaver%20skin.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_329.png,1,1,1.0,0.0,1,1.0
2165,unrealistic age,,Generate,,,Polar Bear,Generate a photorealistic image of a Polar Bear that is 35 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Polar Bear'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Polar Bear that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,30.0,43.8,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Polar%20Bear%20-%20Alaska%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Greenland.svg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_2165.png,0,0,0.0,1.0,1,0.0
2464,youth,,Create,,,Tasmanian Devil,Create a photorealistic image of a Tasmanian Devil that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Tasmanian Devil'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Tasmanian Devil that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,7.0,13.0,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Sarcophilus%20harrisii%20taranna.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_2464.png,1,1,0.0,1.0,1,1.0
543,realistic age,,Produce,,,Bottlenose Dolphin,Produce a photorealistic image of a Bottlenose Dolphin that is 26.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Bottlenose Dolphin'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Bottlenose Dolphin that is 26.0 years old.'? Is the correct temporal knowledge applied (i.e. 260 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,50.0,51.6,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Tursiops%20truncatus%2001.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_543.png,1,1,1.0,0.0,1,1.0
1983,realistic age,,Produce,,,Nilgai,Produce a photorealistic image of a Nilgai that is 11.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Nilgai'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Nilgai that is 11.0 years old.'? Is the correct temporal knowledge applied (i.e. 110 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,21.0,21.7,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Nilgai%20%28Boselaphus%20tragocamelus%29%20male.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20neelgai%201%20gir%202006%20karthick.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_1983.png,1,1,0.0,1.0,1,1.0
244,youth,,Generate,,,Baboon,Generate a photorealistic image of a Baboon that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Baboon'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Baboon that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdv15,Animals,30.0,37.5,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Olive%20baboon.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Papio%20anubis%20%28Serengeti%2C%202009%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Papio%20hamadryas%20%28aka%29.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_244.png,1,1,0.0,1.0,1,1.0
1458,unrealistic age,,Create,,,Impala,Create a photorealistic image of an Impala that is 52 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Impala that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,15.0,25.6,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_1458.png,0,0,0.0,1.0,0,0.0
2199,realistic age,,Generate,,,Quokka,Generate a photorealistic image of a Quokka that is 7.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Quokka'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Quokka that is 7.0 years old.'? Is the correct temporal knowledge applied (i.e. 70 years old)? Just reply with 'yes' or 'no'.,sdv15,Animals,10.0,13.8,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Rottnest%20Quokka%202004%20SeanMcClean.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_2199.png,1,1,1.0,0.0,0,1.0
198,unrealistic age,,Generate,,,Asiatic Elephant,Generate a photorealistic image of an Asiatic Elephant that is 160 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Asiatic Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Asiatic Elephant that is 160 years old.'? Is the correct temporal knowledge applied (i.e. 160 years old)? Just reply with 'yes' or 'no'.,blackforest,Animals,48.0,79.6,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Asian%20elephant%20-%20melbourne%20zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Elephas%20maximus%20%28Bandipur%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20elephas%20maximus%20at%20hamburg.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/ZOO%20Praha%2C%20Elephas%20maximus%2C%2008.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Animals_198.png,0,0,0.0,0.0,1,0.0
858,unrealistic age,,Give me,,,Dik-dik,Give me a photorealistic image of a Dik-dik that is 36 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Dik-dik'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Dik-dik that is 36 years old.'? Is the correct temporal knowledge applied (i.e. 36 years old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,10.0,17.5,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Dik-dik%20%28male%29%20-Tarangire%20National%20Park%20-Tanzania.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Madoqua%20kirkii%20-%20female%20%28Namutoni%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Madoqua%20kirkii%20-%20male%20%28Namutoni%29.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_858.png,0,0,0.0,0.0,0,0.0
2372,youth,,Generate,,,Siberian Tiger,Generate a photorealistic image of a Siberian Tiger that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Siberian Tiger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Siberian Tiger that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdv15,Animals,25.0,,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/P.t.altaica%20Tomak%20Male.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sibirischer%20Tiger%20von%20Kurt%20Bauer%2C%20Spannskamp%2C%20Hamburg%20%284%29.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_2372.png,0,0,0.0,0.0,0,0.0
1278,unrealistic age,,Produce,,,Giant Panda,Produce a photorealistic image of a Giant Panda that is 74 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Giant Panda'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Giant Panda that is 74 years old.'? Is the correct temporal knowledge applied (i.e. 74 years old)? Just reply with 'yes' or 'no'.,sdv15,Animals,30.0,36.8,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Giant%20Panda%202004-03-2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Grosser%20Panda.JPG",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_1278.png,0,0,0.0,0.0,0,0.0
2833,unrealistic age,,Create,,,Domestic cattle,Create a photorealistic image of a Domestic cattle that is 16 years old.,1,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Domestic cattle'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Domestic cattle that is 16 years old.'? Is the correct temporal knowledge applied (i.e. 16 years old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,20.0,20.0,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/A%20well-fed%20bull%20in%20Kuno%20WS%20AJTJ%20P1070807.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20Domestic cattle%20cattle%20%28cropped%29.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20z%C3%A9bus%20du%20lagon%20-%207.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_2833.png,0,0,0.0,1.0,0,0.0
450,unrealistic age,,Create,,,Blue Duiker,Create a photorealistic image of a Blue Duiker that is 32 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Blue Duiker'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Blue Duiker that is 32 years old.'? Is the correct temporal knowledge applied (i.e. 32 years old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,12.0,15.9,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Blauducker.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_450.png,0,0,0.0,0.0,0,0.0
1884,youth,,Produce,,,Margay,Produce a photorealistic image of a Margay that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Margay'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Margay that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,20.0,24.0,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Margaykat%20Leopardus%20wiedii.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_1884.png,1,1,0.0,1.0,1,1.0
868,youth,,Generate,,,Domestic Cat,Generate a photorealistic image of a Domestic Cat that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Domestic Cat'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Domestic Cat that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdv15,Animals,15.0,30.0,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Abessinierkatze%20Tilia%2004.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_868.png,0,0,0.0,1.0,1,0.0
238,unrealistic age,,Produce,,,Aye-aye,Produce a photorealistic image of an Aye-aye that is 64 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Aye-aye'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an Aye-aye that is 64 years old.'? Is the correct temporal knowledge applied (i.e. 64 years old)? Just reply with 'yes' or 'no'.,blackforest,Animals,20.0,32.3,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Wild%20aye%20aye.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_blackforest_Animals_238.png,0,0,0.0,0.0,1,0.0
1896,youth,,Give me,,,Dwarf Mongoose,Give me a photorealistic image of a Dwarf Mongoose that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Dwarf Mongoose'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Dwarf Mongoose that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,,20.0,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Dwarf%20mongoose%20Korkeasaari%20zoo.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_1896.png,0,0,0.0,1.0,0,0.0
1248,youth,,Create,,,Giant Otter,Create a photorealistic image of a Giant Otter that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Giant Otter'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Giant Otter that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,12.0,17.3,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Giantotter.jpg,,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_1248.png,1,1,0.0,1.0,1,1.0
886,unrealistic age,,Generate,,,Domestic Dog,Generate a photorealistic image of a Domestic Dog that is 54 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Domestic Dog'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Domestic Dog that is 54 years old.'? Is the correct temporal knowledge applied (i.e. 54 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,13.0,27.0,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Greenland%20467%20%2835130903436%29%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Door%20dogs.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hartzviller%20Crochet%20de%20volet%201.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/LatheDrivePlate-carriers.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Han%20dynasty%20ceramic%20dog%20Inv.%20664.tif",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_886.png,0,0,0.0,0.0,0,0.0
983,realistic age,,Generate,,,Elephant Seal,Generate a photorealistic image of an Elephant Seal that is 11.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Elephant Seal'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Elephant Seal that is 11.0 years old.'? Is the correct temporal knowledge applied (i.e. 110 years old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,22.0,,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Mirounga%20leonina.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/See%20elefanten%20edit.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_983.png,1,1,0.0,1.0,1,1.0
1527,realistic age,,Generate,,,Jackal,Generate a photorealistic image of a Jackal that is 10.0 years old.,1,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Jackal'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Jackal that is 10.0 years old.'? Is the correct temporal knowledge applied (i.e. 100 years old)? Just reply with 'yes' or 'no'.,sdxlturbo,Animals,12.0,18.8,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Golden%20jackal%20%28Canis%20aureus%20indicus%29%20male%20head.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Golden%20jackal%20female.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jackal%20Cape%20cross%202009.JPG",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlturbo_Animals_1527.png,0,0,0.0,1.0,0,0.0
1780,youth,,Generate,,,Lion,Generate a photorealistic image of a Lion that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Lion'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Lion that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,stable-diffusion-3-5,Animals,20.0,28.0,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Okonjima%20Lioness.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/002%20The%20lion%20king%20Snyggve%20in%20the%20Serengeti%20National%20Park%20Photo%20by%20Giles%20Laurent.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20%28heraldry%29.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20head-E%2010817-Egypte%20louvre%20014.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_stable-diffusion-3-5_Animals_1780.png,0,0,0.0,1.0,1,0.0
420,youth,,Generate,,,Black-Backed Jackal,Generate a photorealistic image of a Black-Backed Jackal that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Black-Backed Jackal'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Black-Backed Jackal that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,14.0,16.7,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/2012-bb-jackal-1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Canis%20mesomelas.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_420.png,1,1,1.0,1.0,1,1.0
2694,unrealistic age,,Generate,,,Wolverine,Generate a photorealistic image of a Wolverine that is 40 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Wolverine'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Wolverine that is 40 years old.'? Is the correct temporal knowledge applied (i.e. 40 years old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,17.0,19.5,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Leistungsschau%20des%20K%C3%BCrschnerhandwerks%201982%20%2817%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gulo%20gulo%202.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wolverine.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_2694.png,0,0,0.0,1.0,1,0.0
372,youth,,Generate,,,Binturong,Generate a photorealistic image of a Binturong that is one month old.,1,(imperative) a photorealistic image of (name) that is 1 month old,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Binturong'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Binturong that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.,sdxlbase,Animals,22.0,27.0,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Binturong.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Binturong%20in%20Overloon.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdxlbase_Animals_372.png,1,1,0.0,1.0,1,1.0
2498,unrealistic age,,Create,,,Tufted Deer,Create a photorealistic image of a Tufted Deer that is 46 years old.,2,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Tufted Deer'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a Tufted Deer that is 46 years old.'? Is the correct temporal knowledge applied (i.e. 46 years old)? Just reply with 'yes' or 'no'.,sdv15,Animals,15.0,22.7,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Elaphodus%20cephalophus%20michianus%20Magdeburg%20zoo%2020.10.2012%2001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Schopfhirsch.jpg",,,,,,,,,,,,,,,,,,,,,train_annotations/image_sdv15_Animals_2498.png,0,0,0.0,1.0,0,0.0
